tag_Jichao,locus_tag,old_locus_tag,gene,product,
ECD_RS25690,ECD_RS25690,NULL,NULL,type I toxin-antitoxin system Ibs family toxin,
ECD_RS25695,ECD_RS25695,NULL,NULL,type I toxin-antitoxin system Ibs family toxin,
ECD_RS25700,ECD_RS25700,NULL,NULL,type I toxin-antitoxin system Ibs family toxin,
ECD_RS10420,ECD_RS10420,ECD_01979,mdtA,multidrug efflux RND transporter subunit MdtA,
ECD_RS10425,ECD_RS10425,ECD_01980,mdtB,multidrug efflux RND transporter permease subunit MdtB,
ECD_RS10430,ECD_RS10430,ECD_01981,mdtC,multidrug efflux RND transporter permease subunit MdtC,
ECD_RS10435,ECD_RS10435,ECD_01982,NULL,MFS transporter,
ECD_RS10440,ECD_RS10440,ECD_01983,baeS,two-component system sensor histidine kinase BaeS,
ECD_RS10445,ECD_RS10445,ECD_01984,baeR,two-component system response regulator BaeR,
ECD_RS10450,ECD_RS10450,ECD_01985,NULL,YegP family protein,
ECD_RS10455,ECD_RS10455,ECD_01986,NULL,tRNA 5-hydroxyuridine modification protein YegQ,
ECD_RS10460,ECD_RS10460,ECD_02013,NULL,hypothetical protein,
ECD_RS10465,ECD_RS10465,ECD_02014,NULL,hypothetical protein,
ECD_RS10470,ECD_RS10470,ECD_02015,yegS,lipid kinase YegS,
ECD_RS10475,ECD_RS10475,NULL,NULL,DeoR/GlpR transcriptional regulator,
ECD_RS10480,ECD_RS10480,ECD_04281,NULL,IS1-like element IS1A family transposase,
ECD_RS10485,ECD_RS10485,NULL,NULL,DeoR/GlpR transcriptional regulator,
ECD_RS10490,ECD_RS10490,ECD_02017,gatD,galactitol-1-phosphate 5-dehydrogenase,
ECD_RS10495,ECD_RS10495,ECD_02018,NULL,galactitol permease IIC component,
ECD_RS10500,ECD_RS10500,ECD_02019,gatB,PTS galactitol transporter subunit IIB,
ECD_RS10505,ECD_RS10505,ECD_02020,gatA,PTS galactitol transporter subunit IIA,
ECD_RS10510,ECD_RS10510,ECD_02021,gatZ,tagatose-bisphosphate aldolase subunit GatZ,
ECD_RS10515,ECD_RS10515,ECD_02024,gatY,tagatose-bisphosphate aldolase subunit GatY,
ECD_RS25705,ECD_RS25705,NULL,NULL,hypothetical protein,
ECD_RS10525,ECD_RS10525,ECD_02025,fbaB,class I fructose-bisphosphate aldolase,
ECD_RS10530,ECD_RS10530,ECD_02026,NULL,MFS transporter,
ECD_RS10535,ECD_RS10535,ECD_02027,NULL,ADP-ribosylglycohydrolase family protein,
ECD_RS10540,ECD_RS10540,ECD_02028,NULL,sugar kinase,
ECD_RS10545,ECD_RS10545,ECD_02029,NULL,GntR family transcriptional regulator,
ECD_RS10550,ECD_RS10550,ECD_02030,NULL,glycoside hydrolase family 25 protein,
ECD_RS10555,ECD_RS10555,ECD_02031,thiD,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,
ECD_RS10560,ECD_RS10560,ECD_02032,thiM,hydroxyethylthiazole kinase,
ECD_RS10565,ECD_RS10565,ECD_02033,NULL,hypothetical protein,
ECD_RS10570,ECD_RS10570,ECD_02034,NULL,hypothetical protein,
ECD_RS10575,ECD_RS10575,ECD_02035,NULL,helix-turn-helix domain-containing protein,
ECD_RS10580,ECD_RS10580,ECD_02036,NULL,hypothetical protein,
ECD_RS23590,ECD_RS23590,ECD_02037,NULL,hypothetical protein,
ECD_RS25710,ECD_RS25710,NULL,NULL,hypothetical protein,
ECD_RS23600,ECD_RS23600,ECD_02039,NULL,hypothetical protein,
ECD_RS10585,ECD_RS10585,ECD_02040,NULL,IS1-like element IS1A family transposase,
ECD_RS10590,ECD_RS10590,ECD_02042,NULL,DUF2574 family protein,
ECD_RS10595,ECD_RS10595,ECD_02043,apbC,iron-sulfur cluster carrier protein ApbC,
ECD_RS10600,ECD_RS10600,ECD_02044,metG,methionine--tRNA ligase,
ECD_RS10605,ECD_RS10605,ECD_02045,NULL,WGR and DUF4132 domain-containing protein,
ECD_RS10610,ECD_RS10610,ECD_02046,NULL,DUF4132 domain-containing protein,
ECD_RS10615,ECD_RS10615,ECD_02047,NULL,hypothetical protein,
ECD_RS10620,ECD_RS10620,ECD_02048,NULL,MoxR family ATPase,
ECD_RS10625,ECD_RS10625,ECD_02049,NULL,hypothetical protein,
ECD_RS10630,ECD_RS10630,ECD_02050,NULL,VWA domain-containing protein,
ECD_RS10635,ECD_RS10635,ECD_02051,NULL,hypothetical protein,
ECD_RS10640,ECD_RS10640,ECD_02052,NULL,YehR family lipoprotein,
ECD_RS10645,ECD_RS10645,ECD_02053,NULL,DUF1456 family protein,
ECD_RS10650,ECD_RS10650,ECD_02054,yehT,two-component system response regulator BtsR,
ECD_RS10655,ECD_RS10655,ECD_02055,btsS,two-component regulatory system sensor histidine kinase BtsS,
ECD_RS10660,ECD_RS10660,ECD_02056,mlrA,HTH-type transcriptional regulator MlrA,
ECD_RS10665,ECD_RS10665,ECD_02057,NULL,protein YohO,
ECD_RS10670,ECD_RS10670,ECD_02058,yehW,glycine betaine ABC transporter permease YehW,
ECD_RS10675,ECD_RS10675,ECD_02059,yehX,glycine betaine ABC transporter ATP binding protein YehX,
ECD_RS10680,ECD_RS10680,ECD_02060,yehY,glycine betaine ABC transporter permease YehY,
ECD_RS10685,ECD_RS10685,ECD_02061,osmF,glycine betaine ABC transporter substrate-binding protein OsmF,
ECD_RS10690,ECD_RS10690,ECD_02062,bglX,beta-glucosidase BglX,
ECD_RS10695,ECD_RS10695,ECD_02063,NULL,D-lactate dehydrogenase,
ECD_RS10700,ECD_RS10700,ECD_02064,NULL,D-alanyl-D-alanine endopeptidase,
ECD_RS10705,ECD_RS10705,ECD_02065,NULL,YIP1 family protein,
ECD_RS10710,ECD_RS10710,ECD_02066,NULL,DedA family protein,
ECD_RS10715,ECD_RS10715,ECD_02067,NULL,SDR family oxidoreductase,
ECD_RS10720,ECD_RS10720,ECD_02068,mdtQ,multidrug resistance outer membrane protein MdtQ,
ECD_RS10725,ECD_RS10725,NULL,yohP,protein YohP,
ECD_RS10730,ECD_RS10730,ECD_02069,dusC,tRNA dihydrouridine(16) synthase DusC,
ECD_RS10735,ECD_RS10735,ECD_02070,NULL,CidA/LrgA family protein,
ECD_RS10740,ECD_RS10740,ECD_02071,NULL,CidB/LrgB family autolysis modulator,
ECD_RS10745,ECD_RS10745,ECD_02072,cdd,cytidine deaminase,
ECD_RS10750,ECD_RS10750,ECD_02073,sanA,outer membrane permeability protein SanA,
ECD_RS10755,ECD_RS10755,ECD_02074,NULL,DUF2542 family protein,
ECD_RS10760,ECD_RS10760,ECD_02075,NULL,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,
ECD_RS10765,ECD_RS10765,ECD_02076,preA,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA,
ECD_RS10770,ECD_RS10770,ECD_02077,mglC,galactose/methyl galactoside ABC transporter permease MglC,
ECD_RS10775,ECD_RS10775,ECD_02078,mglA,galactose/methyl galactoside ABC transporter ATP-binding protein MglA,
ECD_RS10780,ECD_RS10780,NULL,mglB,galactose/glucose ABC transporter substrate-binding protein MglB,
ECD_RS10785,ECD_RS10785,ECD_02080,galS,HTH-type transcriptional regulator GalS,
ECD_RS10795,ECD_RS10795,ECD_02081,NULL,DUF418 family protein,
ECD_RS10800,ECD_RS10800,ECD_02082,folE,GTP cyclohydrolase I FolE,
ECD_RS10810,ECD_RS10810,ECD_02083,NULL,S-formylglutathione hydrolase YeiG,
ECD_RS10815,ECD_RS10815,ECD_02084,cirA,catecholate siderophore receptor CirA,
ECD_RS10820,ECD_RS10820,ECD_02085,lysP,lysine-specific permease,
ECD_RS10825,ECD_RS10825,ECD_02086,NULL,LysR family transcriptional regulator,
ECD_RS10830,ECD_RS10830,ECD_02087,NULL,YeiH family protein,
ECD_RS10835,ECD_RS10835,ECD_02088,NULL,deoxyribonuclease IV,
ECD_RS10840,ECD_RS10840,ECD_02089,NULL,sugar kinase,
ECD_RS10845,ECD_RS10845,ECD_02090,NULL,NupC/NupG family nucleoside CNT transporter,
ECD_RS10850,ECD_RS10850,ECD_02091,rihB,ribosylpyrimidine nucleosidase,
ECD_RS10855,ECD_RS10855,ECD_02092,yeiL,transcriptional regulator YeiL,
ECD_RS10860,ECD_RS10860,ECD_02093,NULL,NupC/NupG family nucleoside CNT transporter,
ECD_RS10865,ECD_RS10865,ECD_02094,NULL,pseudouridine-5'-phosphate glycosidase,
ECD_RS10870,ECD_RS10870,ECD_02095,NULL,pseudouridine kinase,
ECD_RS10875,ECD_RS10875,ECD_02096,fruA,PTS fructose transporter subunit IIBC,
ECD_RS10880,ECD_RS10880,ECD_02097,fruK,1-phosphofructokinase,
ECD_RS10885,ECD_RS10885,ECD_02098,NULL,fused PTS fructose transporter subunit IIA/HPr protein,
ECD_RS10890,ECD_RS10890,ECD_02099,setB,sugar efflux transporter SetB,
ECD_RS10895,ECD_RS10895,ECD_02100,NULL,YkgJ family cysteine cluster protein,
ECD_RS10900,ECD_RS10900,ECD_02101,yeiP,elongation factor P-like protein YeiP,
ECD_RS10905,ECD_RS10905,ECD_02102,NULL,mannitol dehydrogenase family protein,
ECD_RS10910,ECD_RS10910,ECD_02103,NULL,GTP-binding protein,
ECD_RS10915,ECD_RS10915,ECD_02104,lpxT,Kdo(2)-lipid A phosphotransferase,
ECD_RS10920,ECD_RS10920,ECD_02105,mepS,bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase,
ECD_RS10925,ECD_RS10925,ECD_02106,NULL,cyclic di-GMP phosphodiesterase,
ECD_RS10930,ECD_RS10930,ECD_02107,NULL,ABC transporter substrate-binding protein,
ECD_RS10935,ECD_RS10935,ECD_02108,NULL,microcin C ABC transporter permease YejB,
ECD_RS10940,ECD_RS10940,ECD_02109,NULL,ABC transporter permease,
ECD_RS10945,ECD_RS10945,ECD_02110,yejF,microcin C ABC transporter ATP-binding protein YejF,
ECD_RS10950,ECD_RS10950,ECD_02111,NULL,hypothetical protein,
ECD_RS10955,ECD_RS10955,ECD_02112,bcr,multidrug efflux MFS transporter Bcr,
ECD_RS10960,ECD_RS10960,ECD_02113,rsuA,16S rRNA pseudouridine(516) synthase RsuA,
ECD_RS10965,ECD_RS10965,ECD_02114,NULL,DEAD/DEAH box helicase,
ECD_RS10970,ECD_RS10970,ECD_02115,rplY,50S ribosomal protein L25,
ECD_RS10975,ECD_RS10975,ECD_02116,yejK,nucleoid-associated protein YejK,
ECD_RS10980,ECD_RS10980,ECD_02117,NULL,YejL family protein,
ECD_RS10985,ECD_RS10985,ECD_02118,pbgA,cardiolipin transport protein PbgA,
ECD_RS10990,ECD_RS10990,ECD_t00037,NULL,tRNA-Pro,
ECD_RS10995,ECD_RS10995,ECD_02119,NULL,autotransporter YejO,
ECD_RS11005,ECD_RS11005,ECD_02120,narP,nitrate/nitrite response regulator protein NarP,
ECD_RS11010,ECD_RS11010,ECD_02121,NULL,cytochrome c-type biogenesis protein CcmH,
ECD_RS11015,ECD_RS11015,ECD_02122,dsbE,thiol:disulfide interchange protein DsbE,
ECD_RS11020,ECD_RS11020,ECD_02123,NULL,heme lyase CcmF/NrfE family subunit,
ECD_RS11025,ECD_RS11025,ECD_02124,ccmE,cytochrome c maturation protein CcmE,
ECD_RS11030,ECD_RS11030,ECD_02125,ccmD,heme exporter protein CcmD,
ECD_RS11035,ECD_RS11035,ECD_02126,ccmC,heme exporter protein CcmC,
ECD_RS11040,ECD_RS11040,ECD_02127,ccmB,heme exporter protein CcmB,
ECD_RS11045,ECD_RS11045,ECD_02128,ccmA,cytochrome c biogenesis heme-transporting ATPase CcmA,
ECD_RS11050,ECD_RS11050,ECD_02129,napC,cytochrome c-type protein NapC,
ECD_RS11055,ECD_RS11055,ECD_02130,napB,nitrate reductase cytochrome c-type subunit,
ECD_RS11060,ECD_RS11060,ECD_02131,napH,quinol dehydrogenase ferredoxin subunit NapH,
ECD_RS11065,ECD_RS11065,ECD_02132,napG,ferredoxin-type protein NapG,
ECD_RS11070,ECD_RS11070,ECD_02133,napA,periplasmic nitrate reductase subunit alpha,
ECD_RS11075,ECD_RS11075,ECD_02134,napD,chaperone NapD,
ECD_RS11080,ECD_RS11080,ECD_02135,napF,ferredoxin-type protein NapF,
ECD_RS11090,ECD_RS11090,ECD_02136,NULL,serine protease inhibitor ecotin,
ECD_RS11095,ECD_RS11095,ECD_02137,mqo,malate dehydrogenase (quinone),
ECD_RS11100,ECD_RS11100,ECD_02138,yojI,microcin J25 efflux ABC transporter YojI,
ECD_RS11105,ECD_RS11105,ECD_02139,alkB,DNA oxidative demethylase AlkB,
ECD_RS11110,ECD_RS11110,ECD_02140,ada,bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada,
ECD_RS11115,ECD_RS11115,ECD_02141,apbE,FAD:protein FMN transferase ApbE,
ECD_RS11120,ECD_RS11120,ECD_02142,NULL,porin OmpC,
ECD_RS25715,ECD_RS25715,ECD_02143,NULL,IS1 family transposase,
ECD_RS11130,ECD_RS11130,ECD_02145,rcsC,two-component system sensor histidine kinase RcsC,
ECD_RS11135,ECD_RS11135,ECD_02146,atoS,two-component system sensor histidine kinase AtoS,
ECD_RS11140,ECD_RS11140,ECD_02147,atoC,acetoacetate metabolism transcriptional regulator AtoC,
ECD_RS11145,ECD_RS11145,ECD_02148,atoD,acetate CoA-transferase subunit alpha,
ECD_RS11150,ECD_RS11150,ECD_02149,NULL,CoA transferase subunit B,
ECD_RS11155,ECD_RS11155,ECD_02150,NULL,TIGR00366 family protein,
ECD_RS11160,ECD_RS11160,ECD_02151,NULL,acetyl-CoA C-acetyltransferase,
ECD_RS11165,ECD_RS11165,ECD_02152,NULL,YfaP family protein,
ECD_RS11170,ECD_RS11170,ECD_02153,NULL,DUF2300 domain-containing protein,
ECD_RS11175,ECD_RS11175,ECD_02154,NULL,alpha-2-macroglobulin family protein,
ECD_RS11180,ECD_RS11180,ECD_02155,NULL,DUF1175 domain-containing protein,
ECD_RS11185,ECD_RS11185,ECD_02156,NULL,DUF2138 domain-containing protein,
ECD_RS11190,ECD_RS11190,ECD_02157,gyrA,DNA topoisomerase (ATP-hydrolyzing) subunit A,
ECD_RS11195,ECD_RS11195,ECD_02158,NULL,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,
ECD_RS11200,ECD_RS11200,ECD_02159,yfaL,AIDA-I family autotransporter adhesin YfaL/EhaC,
ECD_RS11210,ECD_RS11210,ECD_02160,NULL,ribonucleoside-diphosphate reductase 1 subunit alpha,
ECD_RS11215,ECD_RS11215,ECD_02161,nrdB,ribonucleotide-diphosphate reductase subunit beta,
ECD_RS11220,ECD_RS11220,ECD_02162,yfaE,ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE,
ECD_RS11225,ECD_RS11225,ECD_02163,inaA,lipopolysaccharide kinase InaA,
ECD_RS11230,ECD_RS11230,ECD_02164,NULL,LysR family transcriptional regulator,
ECD_RS11235,ECD_RS11235,ECD_02165,glpQ,glycerophosphodiester phosphodiesterase,
ECD_RS11240,ECD_RS11240,ECD_02166,glpT,glycerol-3-phosphate transporter,
ECD_RS11245,ECD_RS11245,ECD_02167,glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A,
ECD_RS11250,ECD_RS11250,ECD_02168,glpB,glycerol-3-phosphate dehydrogenase subunit GlpB,
ECD_RS11255,ECD_RS11255,ECD_02169,glpC,anaerobic glycerol-3-phosphate dehydrogenase subunit C,
ECD_RS11260,ECD_RS11260,ECD_02170,NULL,ISNCY family transposase,
ECD_RS11265,ECD_RS11265,ECD_02171,NULL,2-keto-3-deoxy-L-rhamnonate aldolase,
ECD_RS11270,ECD_RS11270,ECD_02172,NULL,MFS transporter,
ECD_RS11275,ECD_RS11275,ECD_02173,rhmD,L-rhamnonate dehydratase,
ECD_RS11280,ECD_RS11280,ECD_02174,NULL,IclR family transcriptional regulator,
ECD_RS11285,ECD_RS11285,ECD_02175,NULL,nicotinamide mononucleotide deamidase-related protein YfaY,
ECD_RS11290,ECD_RS11290,ECD_02176,NULL,porin,
ECD_RS11295,ECD_RS11295,ECD_02177,nudI,nucleoside triphosphatase NudI,
ECD_RS11300,ECD_RS11300,ECD_02178,NULL,histidine phosphatase family protein,
ECD_RS11305,ECD_RS11305,ECD_02179,arnB,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,
ECD_RS11310,ECD_RS11310,ECD_02180,arnC,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,
ECD_RS11315,ECD_RS11315,ECD_02181,arnA,bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA,
ECD_RS11320,ECD_RS11320,ECD_02182,NULL,4-deoxy-4-formamido-L-arabinose- phosphoundecaprenol deformylase,
ECD_RS11325,ECD_RS11325,ECD_02183,arnT,lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase,
ECD_RS11330,ECD_RS11330,ECD_02184,arnE,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE,
ECD_RS11335,ECD_RS11335,ECD_02185,arnF,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF,
ECD_RS11340,ECD_RS11340,ECD_02186,pmrD,signal transduction protein PmrD,
ECD_RS11345,ECD_RS11345,ECD_02187,menE,o-succinylbenzoate--CoA ligase,
ECD_RS11350,ECD_RS11350,ECD_02188,menC,o-succinylbenzoate synthase,
ECD_RS11355,ECD_RS11355,ECD_02189,menB,1,4-dihydroxy-2-naphthoyl-CoA synthase,
ECD_RS11360,ECD_RS11360,ECD_02190,menH,2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase,
ECD_RS11365,ECD_RS11365,ECD_02191,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase,
ECD_RS11370,ECD_RS11370,ECD_02192,menF,isochorismate synthase MenF,
ECD_RS11375,ECD_RS11375,ECD_02193,elaB,stress response protein ElaB,
ECD_RS11380,ECD_RS11380,ECD_02194,NULL,GNAT family N-acetyltransferase,
ECD_RS11385,ECD_RS11385,ECD_02195,rbn,ribonuclease BN,
ECD_RS11390,ECD_RS11390,ECD_02196,elaD,deubiquitinase,
ECD_RS25720,ECD_RS25720,ECD_02197,NULL,hypothetical protein,
ECD_RS11400,ECD_RS11400,ECD_02198,NULL,YfbM family protein,
ECD_RS25270,ECD_RS25270,NULL,NULL,IS3-like element ISEcB1 family transposase,
ECD_RS11415,ECD_RS11415,ECD_02201,nuoN,NADH-quinone oxidoreductase subunit NuoN,
ECD_RS11420,ECD_RS11420,ECD_02202,nuoM,NADH-quinone oxidoreductase subunit M,
ECD_RS11425,ECD_RS11425,ECD_02203,nuoL,NADH-quinone oxidoreductase subunit L,
ECD_RS11430,ECD_RS11430,ECD_02204,nuoK,NADH-quinone oxidoreductase subunit NuoK,
ECD_RS11435,ECD_RS11435,ECD_02205,nuoJ,NADH-quinone oxidoreductase subunit J,
ECD_RS11440,ECD_RS11440,ECD_02206,nuoI,NADH-quinone oxidoreductase subunit NuoI,
ECD_RS11445,ECD_RS11445,ECD_02207,nuoH,NADH-quinone oxidoreductase subunit NuoH,
ECD_RS11450,ECD_RS11450,ECD_02208,nuoG,NADH-quinone oxidoreductase subunit NuoG,
ECD_RS11455,ECD_RS11455,ECD_02209,nuoF,NADH-quinone oxidoreductase subunit NuoF,
ECD_RS11460,ECD_RS11460,ECD_02210,nuoE,NADH-quinone oxidoreductase subunit NuoE,
ECD_RS11465,ECD_RS11465,ECD_02211,nuoC,NADH-quinone oxidoreductase subunit C/D,
ECD_RS11470,ECD_RS11470,ECD_02212,NULL,NADH-quinone oxidoreductase subunit B,
ECD_RS11475,ECD_RS11475,ECD_02213,nuoA,NADH-quinone oxidoreductase subunit NuoA,
ECD_RS11480,ECD_RS11480,ECD_02214,lrhA,transcriptional regulator LrhA,
ECD_RS11485,ECD_RS11485,ECD_02215,NULL,pyridoxal phosphate-dependent aminotransferase,
ECD_RS11490,ECD_RS11490,ECD_02216,NULL,5'-deoxynucleotidase,
ECD_RS11495,ECD_RS11495,ECD_02217,NULL,SLC13 family permease,
ECD_RS11500,ECD_RS11500,ECD_02218,hxpA,hexitol phosphatase HpxA,
ECD_RS11505,ECD_RS11505,ECD_02219,NULL,YfbU family protein,
ECD_RS11510,ECD_RS11510,ECD_02220,NULL,DUF412 domain-containing protein,
ECD_RS11520,ECD_RS11520,ECD_02221,NULL,acetate kinase,
ECD_RS11525,ECD_RS11525,ECD_02222,NULL,phosphate acetyltransferase,
ECD_RS11530,ECD_RS11530,ECD_02223,yfcC,putative basic amino acid antiporter YfcC,
ECD_RS11535,ECD_RS11535,ECD_02224,yfcD,NUDIX hydrolase YfcD,
ECD_RS11540,ECD_RS11540,ECD_02225,NULL,phosphodiesterase,
ECD_RS11545,ECD_RS11545,ECD_02226,NULL,glutathione transferase,
ECD_RS11550,ECD_RS11550,ECD_02227,yfcG,GSH-dependent disulfide bond oxidoreductase,
ECD_RS11555,ECD_RS11555,ECD_02228,folX,dihydroneopterin triphosphate 2'-epimerase,
ECD_RS11560,ECD_RS11560,ECD_02229,NULL,TIGR01777 family protein,
ECD_RS11565,ECD_RS11565,ECD_02230,NULL,ISNCY family transposase,
ECD_RS11570,ECD_RS11570,ECD_02231,hisP,histidine ABC transporter ATP-binding protein HisP,
ECD_RS11575,ECD_RS11575,ECD_02232,NULL,ABC transporter permease,
ECD_RS11580,ECD_RS11580,ECD_02233,NULL,ABC transporter permease subunit,
ECD_RS11585,ECD_RS11585,ECD_02234,hisJ,histidine ABC transporter substrate-binding protein HisJ,
ECD_RS11590,ECD_RS11590,ECD_02235,argT,lysine/arginine/ornithine ABC transporter substrate-binding protein ArgT,
ECD_RS11595,ECD_RS11595,ECD_02236,NULL,UbiX family flavin prenyltransferase,
ECD_RS11600,ECD_RS11600,ECD_02237,purF,amidophosphoribosyltransferase,
ECD_RS11605,ECD_RS11605,ECD_02238,cvpA,colicin V production protein,
ECD_RS11610,ECD_RS11610,ECD_02239,dedD,cell division protein DedD,
ECD_RS11615,ECD_RS11615,ECD_02240,folC,bifunctional tetrahydrofolate synthase/dihydrofolate synthase,
ECD_RS11620,ECD_RS11620,ECD_02241,accD,acetyl-CoA carboxylase, carboxyltransferase subunit beta,
ECD_RS11625,ECD_RS11625,ECD_02242,NULL,DedA family protein,
ECD_RS11630,ECD_RS11630,ECD_02243,truA,tRNA pseudouridine(38-40) synthase TruA,
ECD_RS11635,ECD_RS11635,ECD_02244,NULL,USG-1 protein,
ECD_RS11640,ECD_RS11640,ECD_02245,pdxB,4-phosphoerythronate dehydrogenase PdxB,
ECD_RS11645,ECD_RS11645,ECD_02246,NULL,flagella biosynthesis regulator Flk,
ECD_RS11650,ECD_RS11650,ECD_02247,NULL,arabinose transporter,
ECD_RS11655,ECD_RS11655,ECD_02248,fabB,beta-ketoacyl-ACP synthase I,
ECD_RS11660,ECD_RS11660,ECD_02249,mnmC,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,
ECD_RS11665,ECD_RS11665,ECD_02250,NULL,YfcL family protein,
ECD_RS11670,ECD_RS11670,ECD_02251,NULL,elongation factor P hydroxylase,
ECD_RS11675,ECD_RS11675,ECD_02252,NULL,TSUP family transporter,
ECD_RS11680,ECD_RS11680,ECD_02253,mepA,penicillin-insensitive murein endopeptidase,
ECD_RS11685,ECD_RS11685,ECD_02254,aroC,chorismate synthase,
ECD_RS11690,ECD_RS11690,ECD_02255,prmB,50S ribosomal protein L3 N(5)-glutamine methyltransferase,
ECD_RS11695,ECD_RS11695,ECD_02256,smrB,endonuclease SmrB,
ECD_RS11700,ECD_RS11700,ECD_02257,NULL,DUF2544 domain-containing protein,
ECD_RS11705,ECD_RS11705,ECD_02258,NULL,fimbrial protein,
ECD_RS11710,ECD_RS11710,ECD_02259,NULL,fimbrial protein,
ECD_RS11715,ECD_RS11715,ECD_02260,NULL,fimbrial protein,
ECD_RS11720,ECD_RS11720,ECD_02261,NULL,fimbria/pilus periplasmic chaperone,
ECD_RS11725,ECD_RS11725,ECD_02262,yfcU,fimbrial usher protein YfcU,
ECD_RS11730,ECD_RS11730,ECD_02263,NULL,type 1 fimbrial protein,
ECD_RS11735,ECD_RS11735,ECD_02264,sixA,phosphohistidine phosphatase SixA,
ECD_RS11740,ECD_RS11740,ECD_02265,fadJ,fatty acid oxidation complex subunit alpha FadJ,
ECD_RS11745,ECD_RS11745,ECD_02266,fadI,acetyl-CoA C-acyltransferase FadI,
ECD_RS11750,ECD_RS11750,ECD_02267,NULL,YfcZ/YiiS family protein,
ECD_RS11755,ECD_RS11755,ECD_02268,fadL,long-chain fatty acid transporter FadL,
ECD_RS11760,ECD_RS11760,NULL,NULL,hypothetical protein,
ECD_RS23690,ECD_RS23690,ECD_02270,NULL,IS1-like element IS1A family transposase,
ECD_RS25725,ECD_RS25725,NULL,NULL,hypothetical protein,
ECD_RS11775,ECD_RS11775,ECD_02272,mlaA,phospholipid-binding lipoprotein MlaA,
ECD_RS11780,ECD_RS11780,ECD_02273,NULL,formate/nitrite transporter family protein,
ECD_RS11785,ECD_RS11785,ECD_t00038,NULL,tRNA-Arg,
ECD_RS11790,ECD_RS11790,ECD_02274,dsdC,DNA-binding transcriptional regulator DsdC,
ECD_RS11795,ECD_RS11795,ECD_02275,dsdX,D-serine transporter DsdX,
ECD_RS11800,ECD_RS11800,ECD_02276,dsdA,D-serine ammonia-lyase,
ECD_RS11805,ECD_RS11805,ECD_02277,emrY,multidrug efflux MFS transporter permease subunit EmrY,
ECD_RS11810,ECD_RS11810,ECD_02278,emrK,multidrug efflux MFS transporter periplasmic adaptor subunit EmrK,
ECD_RS11815,ECD_RS11815,ECD_02279,evgA,acid-sensing system DNA-binding response regulator EvgA,
ECD_RS11820,ECD_RS11820,ECD_02280,evgS,acid-sensing system histidine kinase EvgS,
ECD_RS11825,ECD_RS11825,ECD_02281,NULL,CoA:oxalate CoA-transferase,
ECD_RS11830,ECD_RS11830,ECD_02282,yfdV,transporter YfdV,
ECD_RS11835,ECD_RS11835,ECD_02283,NULL,oxalyl-CoA decarboxylase,
ECD_RS11840,ECD_RS11840,ECD_02284,NULL,formyl-CoA transferase,
ECD_RS11845,ECD_RS11845,ECD_02285,NULL,YfdX family protein,
ECD_RS11850,ECD_RS11850,ECD_02286,ypdI,colanic acid biosynthesis lipoprotein YpdI,
ECD_RS11860,ECD_RS11860,ECD_02287,NULL,YfdY family protein,
ECD_RS11865,ECD_RS11865,ECD_02288,lpxP,kdo(2)-lipid IV(A) palmitoleoyltransferase,
ECD_RS24850,ECD_RS24850,NULL,ypdK,membrane protein YpdK,
ECD_RS11870,ECD_RS11870,ECD_02289,NULL,alanine transaminase,
ECD_RS11875,ECD_RS11875,ECD_02290,NULL,sensor histidine kinase,
ECD_RS11880,ECD_RS11880,ECD_02291,NULL,response regulator transcription factor,
ECD_RS11885,ECD_RS11885,ECD_02292,NULL,AraC family transcriptional regulator,
ECD_RS11890,ECD_RS11890,ECD_02293,ptsP,phosphoenolpyruvate--protein phosphotransferase,
ECD_RS11895,ECD_RS11895,ECD_02294,NULL,aminopeptidase,
ECD_RS11900,ECD_RS11900,ECD_02295,NULL,aminopeptidase,
ECD_RS11905,ECD_RS11905,ECD_02296,NULL,Fructose-like permease IIC component 1,
ECD_RS11910,ECD_RS11910,ECD_02297,NULL,fructose-like phosphotransferase enzyme IIB component 1,
ECD_RS11915,ECD_RS11915,ECD_02298,NULL,glucokinase,
