tag_Jichao,locus_tag,old_locus_tag,gene,product,
BW25113_RS09810,BW25113_RS09810,BW25113_1871,cmoB,tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB,
BW25113_RS09815,BW25113_RS09815,BW25113_1872,NULL,Trimethylamine-N-oxide reductase 2,
BW25113_RS09820,BW25113_RS09820,BW25113_1873,NULL,cytochrome c-type protein TorY,
BW25113_RS09825,BW25113_RS09825,BW25113_1874,NULL,copper homeostasis protein CutC,
BW25113_RS09830,BW25113_RS09830,BW25113_1875,NULL,VOC family protein,
BW25113_RS09835,BW25113_RS09835,BW25113_1876,argS,arginine--tRNA ligase,
BW25113_RS09840,BW25113_RS09840,BW25113_1877,NULL,lysozyme inhibitor LprI family protein,
BW25113_RS09845,BW25113_RS09845,BW25113_1878,NULL,flagellar protein FlhE,
BW25113_RS09850,BW25113_RS09850,BW25113_1879,flhA,flagellar biosynthesis protein FlhA,
BW25113_RS09855,BW25113_RS09855,BW25113_1880,flhB,flagellar type III secretion system protein FlhB,
BW25113_RS09860,BW25113_RS09860,BW25113_1881,cheZ,protein phosphatase CheZ,
BW25113_RS09865,BW25113_RS09865,BW25113_1882,cheY,chemotaxis protein CheY,
BW25113_RS09870,BW25113_RS09870,BW25113_1883,NULL,chemotaxis response regulator protein-glutamate methylesterase,
BW25113_RS09875,BW25113_RS09875,BW25113_1884,cheR,protein-glutamate O-methyltransferase CheR,
BW25113_RS09880,BW25113_RS09880,BW25113_1885,tap,methyl-accepting chemotaxis protein IV,
BW25113_RS09885,BW25113_RS09885,BW25113_1886,tar,methyl-accepting chemotaxis protein II,
BW25113_RS09890,BW25113_RS09890,BW25113_1887,cheW,chemotaxis protein CheW,
BW25113_RS09895,BW25113_RS09895,BW25113_1888,cheA,chemotaxis protein CheA,
BW25113_RS09900,BW25113_RS09900,BW25113_1889,NULL,motility protein MotB,
BW25113_RS09905,BW25113_RS09905,BW25113_1890,motA,flagellar motor stator protein MotA,
BW25113_RS09910,BW25113_RS09910,BW25113_1891,flhC,flagellar transcriptional regulator FlhC,
BW25113_RS09915,BW25113_RS09915,BW25113_1892,flhD,flagellar transcriptional regulator FlhD,
BW25113_RS09920,BW25113_RS09920,BW25113_1895,uspC,universal stress protein UspC,
BW25113_RS09925,BW25113_RS09925,BW25113_1896,otsA,alpha,alpha-trehalose-phosphate synthase,
BW25113_RS09930,BW25113_RS09930,BW25113_1897,otsB,trehalose-phosphatase,
BW25113_RS09935,BW25113_RS09935,BW25113_4460,NULL,L-arabinose ABC transporter permease AraH,
BW25113_RS09940,BW25113_RS09940,BW25113_1900,NULL,L-arabinose ABC transporter ATP-binding protein AraG,
BW25113_RS09945,BW25113_RS09945,BW25113_1901,NULL,arabinose ABC transporter substrate-binding protein,
BW25113_RS09950,BW25113_RS09950,BW25113_1902,NULL,non-heme ferritin-like protein,
BW25113_RS09955,BW25113_RS09955,BW25113_4537,NULL,DUF2766 domain-containing protein,
BW25113_RS25130,BW25113_RS25130,BW25113_4663,azuC,stress response protein AzuC,
BW25113_RS09965,BW25113_RS09965,BW25113_1904,NULL,lipoprotein, function unknown,
BW25113_RS09970,BW25113_RS09970,BW25113_1905,ftnA,non-heme ferritin,
BW25113_RS09975,BW25113_RS09975,BW25113_1906,NULL,YecH family protein,
BW25113_RS09980,BW25113_RS09980,BW25113_1907,tyrP,tyrosine transporter TyrP,
BW25113_RS09985,BW25113_RS09985,BW25113_1908,yecA,UPF0149 family protein YecA,
BW25113_RS09990,BW25113_RS09990,BW25113_1909,NULL,tRNA-Leu,
BW25113_RS09995,BW25113_RS09995,BW25113_1910,NULL,tRNA-Cys,
BW25113_RS10000,BW25113_RS10000,BW25113_1911,NULL,tRNA-Gly,
BW25113_RS10005,BW25113_RS10005,BW25113_1912,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,
BW25113_RS10010,BW25113_RS10010,BW25113_1913,uvrC,excinuclease ABC subunit UvrC,
BW25113_RS10015,BW25113_RS10015,BW25113_1914,uvrY,UvrY/SirA/GacA family response regulator transcription factor,
BW25113_RS25650,BW25113_RS25650,NULL,NULL,hypothetical protein,
BW25113_RS10025,BW25113_RS10025,BW25113_1915,NULL,DUF2594 family protein,
BW25113_RS10030,BW25113_RS10030,BW25113_1916,sdiA,transcriptional regulator SdiA,
BW25113_RS10035,BW25113_RS10035,BW25113_1917,yecC,L-cystine ABC transporter ATP-binding protein YecC,
BW25113_RS10040,BW25113_RS10040,BW25113_1918,tcyL,cystine ABC transporter permease,
BW25113_RS10045,BW25113_RS10045,BW25113_1919,dcyD,D-cysteine desulfhydrase,
BW25113_RS10050,BW25113_RS10050,BW25113_1920,tcyJ,cystine ABC transporter substrate-binding protein,
BW25113_RS10055,BW25113_RS10055,BW25113_1921,fliZ,flagella biosynthesis regulatory protein FliZ,
BW25113_RS10060,BW25113_RS10060,BW25113_1922,NULL,RNA polymerase sigma factor FliA,
BW25113_RS10065,BW25113_RS10065,BW25113_1923,fliC,H48 family flagellin FliC,
BW25113_RS10070,BW25113_RS10070,BW25113_1924,fliD,flagellar filament capping protein FliD,
BW25113_RS10075,BW25113_RS10075,BW25113_1925,fliS,flagellar export chaperone FliS,
BW25113_RS10080,BW25113_RS10080,BW25113_1926,fliT,flagella biosynthesis regulatory protein FliT,
BW25113_RS10085,BW25113_RS10085,BW25113_1927,amyA,alpha-amylase,
BW25113_RS10090,BW25113_RS10090,BW25113_1928,NULL,lipoprotein,
BW25113_RS10095,BW25113_RS10095,BW25113_1929,yedE,selenium metabolism membrane protein YedE/FdhT,
BW25113_RS10100,BW25113_RS10100,BW25113_1930,yedF,sulfurtransferase-like selenium metabolism protein YedF,
BW25113_RS10105,BW25113_RS10105,BW25113_1931,NULL,SOS response-associated peptidase,
BW25113_RS10110,BW25113_RS10110,BW25113_1932,NULL,GNAT family N-acetyltransferase,
BW25113_RS25135,BW25113_RS25135,NULL,NULL,hypothetical protein,
BW25113_RS10120,BW25113_RS10120,NULL,NULL,leucine-rich repeat domain-containing protein,
BW25113_RS10125,BW25113_RS10125,NULL,NULL,hypothetical protein,
BW25113_RS10130,BW25113_RS10130,BW25113_1937,fliE,flagellar hook-basal body complex protein FliE,
BW25113_RS10135,BW25113_RS10135,BW25113_1938,fliF,flagellar basal body M-ring protein FliF,
BW25113_RS10140,BW25113_RS10140,BW25113_1939,fliG,flagellar motor switch protein FliG,
BW25113_RS10145,BW25113_RS10145,BW25113_1940,fliH,flagellar assembly protein FliH,
BW25113_RS10150,BW25113_RS10150,BW25113_1941,fliI,flagellum-specific ATP synthase FliI,
BW25113_RS10155,BW25113_RS10155,BW25113_1942,fliJ,flagella biosynthesis chaperone FliJ,
BW25113_RS10160,BW25113_RS10160,BW25113_1943,fliK,flagellar hook length control protein FliK,
BW25113_RS10165,BW25113_RS10165,BW25113_1944,fliL,flagellar basal body-associated protein FliL,
BW25113_RS10170,BW25113_RS10170,BW25113_1945,fliM,flagellar motor switch protein FliM,
BW25113_RS10175,BW25113_RS10175,BW25113_1946,fliN,flagellar motor switch protein FliN,
BW25113_RS10180,BW25113_RS10180,BW25113_1947,fliO,flagellar type III secretion system protein FliO,
BW25113_RS10185,BW25113_RS10185,BW25113_1948,fliP,flagellar type III secretion system pore protein FliP,
BW25113_RS10190,BW25113_RS10190,BW25113_1949,fliQ,flagellar biosynthesis protein FliQ,
BW25113_RS10195,BW25113_RS10195,BW25113_1950,fliR,flagellar type III secretion system protein FliR,
BW25113_RS10200,BW25113_RS10200,BW25113_1951,rcsA,transcriptional regulator RcsA,
BW25113_RS10205,BW25113_RS10205,BW25113_1952,dsrB,protein DsrB,
BW25113_RS23970,BW25113_RS23970,NULL,NULL,hypothetical protein,
BW25113_RS10210,BW25113_RS10210,BW25113_1953,yodD,peroxide/acid resistance protein YodD,
BW25113_RS10215,BW25113_RS10215,BW25113_1955,NULL,mannosyl-3-phosphoglycerate phosphatase-related protein,
BW25113_RS10220,BW25113_RS10220,BW25113_1956,yedQ,cellulose biosynthesis regulator YedQ,
BW25113_RS10225,BW25113_RS10225,BW25113_1957,NULL,DUF2158 domain-containing protein,
BW25113_RS10230,BW25113_RS10230,BW25113_1958,NULL,DUF808 domain-containing protein,
BW25113_RS10235,BW25113_RS10235,BW25113_1959,yedA,drug/metabolite exporter YedA,
BW25113_RS10240,BW25113_RS10240,BW25113_1960,NULL,very short patch repair endonuclease,
BW25113_RS10245,BW25113_RS10245,BW25113_1961,NULL,DNA cytosine methyltransferase,
BW25113_RS10250,BW25113_RS10250,BW25113_1962,NULL,phosphohydrolase,
BW25113_RS10255,BW25113_RS10255,BW25113_1963,NULL,hypothetical protein,
BW25113_RS25655,BW25113_RS25655,BW25113_4496,NULL,porin,
BW25113_RS23975,BW25113_RS23975,NULL,NULL,hypothetical protein,
BW25113_RS10275,BW25113_RS10275,BW25113_1967,hchA,protein deglycase HchA,
BW25113_RS10280,BW25113_RS10280,BW25113_1968,NULL,heavy metal sensor histidine kinase,
BW25113_RS10285,BW25113_RS10285,BW25113_1969,hprR,response regulator transcription factor HprR,
BW25113_RS10290,BW25113_RS10290,BW25113_1970,hiuH,hydroxyisourate hydrolase,
BW25113_RS10295,BW25113_RS10295,BW25113_1971,msrP,protein-methionine-sulfoxide reductase catalytic subunit MsrP,
BW25113_RS10300,BW25113_RS10300,BW25113_1972,msrQ,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,
BW25113_RS10305,BW25113_RS10305,BW25113_1973,zinT,metal-binding protein ZinT,
BW25113_RS10310,BW25113_RS10310,BW25113_1974,NULL,cytochrome b,
BW25113_RS10320,BW25113_RS10320,BW25113_1975,NULL,tRNA-Ser,
BW25113_RS10325,BW25113_RS10325,BW25113_1976,mtfA,DgsA anti-repressor MtfA,
BW25113_RS10330,BW25113_RS10330,BW25113_1977,NULL,tRNA-Asn,
BW25113_RS10335,BW25113_RS10335,BW25113_1978,yeeJ,inverse autotransporter adhesin YeeJ,
BW25113_RS10340,BW25113_RS10340,NULL,NULL,glycosyltransferase family 9 protein,
BW25113_RS10345,BW25113_RS10345,BW25113_1981,shiA,shikimate transporter,
BW25113_RS10350,BW25113_RS10350,BW25113_1982,amn,AMP nucleosidase,
BW25113_RS10355,BW25113_RS10355,BW25113_1983,NULL,YebC/PmpR family DNA-binding transcriptional regulator,
BW25113_RS10360,BW25113_RS10360,BW25113_1984,NULL,tRNA-Asn,
BW25113_RS10365,BW25113_RS10365,BW25113_1985,yeeO,toxic metabolite efflux MATE transporter YeeO,
BW25113_RS10370,BW25113_RS10370,BW25113_1986,NULL,tRNA-Asn,
BW25113_RS10375,BW25113_RS10375,BW25113_1987,cbl,HTH-type transcriptional regulator Cbl,
BW25113_RS10380,BW25113_RS10380,BW25113_1988,nac,nitrogen assimilation transcriptional regulator,
BW25113_RS10385,BW25113_RS10385,BW25113_1989,NULL,tRNA-Asn,
BW25113_RS10390,BW25113_RS10390,BW25113_1990,ldtA,L,D-transpeptidase,
BW25113_RS10395,BW25113_RS10395,BW25113_1991,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,
BW25113_RS10400,BW25113_RS10400,BW25113_1992,cobS,adenosylcobinamide-GDP ribazoletransferase,
BW25113_RS10405,BW25113_RS10405,BW25113_1993,cobU,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,
BW25113_RS23985,BW25113_RS23985,NULL,NULL,cobalamin biosynthesis protein,
BW25113_RS10415,BW25113_RS10415,BW25113_1994,NULL,IS5-like element IS5 family transposase,
BW25113_RS25660,BW25113_RS25660,NULL,NULL,hypothetical protein,
BW25113_RS23995,BW25113_RS23995,NULL,NULL,hypothetical protein,
BW25113_RS24005,BW25113_RS24005,NULL,NULL,TonB-dependent receptor plug domain-containing protein,
BW25113_RS10425,BW25113_RS10425,BW25113_1996,NULL,IS3-like element IS2 family transposase,
BW25113_RS10435,BW25113_RS10435,NULL,NULL,TonB-dependent receptor plug domain-containing protein,
BW25113_RS10440,BW25113_RS10440,NULL,NULL,GTPase family protein,
BW25113_RS10445,BW25113_RS10445,BW25113_2000,ag43,autotransporter adhesin Ag43,
BW25113_RS10450,BW25113_RS10450,BW25113_2001,NULL,hypothetical protein,
BW25113_RS25165,BW25113_RS25165,BW25113_2002,NULL,RadC family protein,
BW25113_RS10460,BW25113_RS10460,BW25113_2003,NULL,DUF987 domain-containing protein,
BW25113_RS10465,BW25113_RS10465,BW25113_2004,cbtA,type IV toxin-antitoxin system toxin CbtA,
BW25113_RS10470,BW25113_RS10470,BW25113_2005,cbtA,type IV toxin-antitoxin system toxin CbtA,
BW25113_RS10475,BW25113_RS10475,NULL,NULL,hypothetical protein,
BW25113_RS25665,BW25113_RS25665,NULL,NULL,DUF957 domain-containing protein,
BW25113_RS24015,BW25113_RS24015,BW25113_4642,NULL,transposase domain-containing protein,
BW25113_RS10485,BW25113_RS10485,NULL,NULL,hypothetical protein,
BW25113_RS10490,BW25113_RS10490,BW25113_2007,NULL,DUF496 family protein,
BW25113_RS10495,BW25113_RS10495,BW25113_2008,NULL,FUSC family protein,
BW25113_RS10500,BW25113_RS10500,BW25113_2009,sbmC,DNA gyrase inhibitor SbmC,
BW25113_RS10505,BW25113_RS10505,BW25113_2010,dacD,serine-type D-Ala-D-Ala carboxypeptidase DacD,
BW25113_RS10510,BW25113_RS10510,BW25113_2011,sbcB,exodeoxyribonuclease I,
BW25113_RS10515,BW25113_RS10515,BW25113_2012,NULL,sulfurtransferase TusA,
BW25113_RS10520,BW25113_RS10520,BW25113_2013,NULL,YeeE/YedE family protein,
BW25113_RS10525,BW25113_RS10525,BW25113_2014,plaP,putrescine/proton symporter PlaP,
BW25113_RS25670,BW25113_RS25670,BW25113_4678,yoeI,membrane protein YoeI,
BW25113_RS10530,BW25113_RS10530,BW25113_2015,NULL,LysR family transcriptional regulator,
BW25113_RS10535,BW25113_RS10535,BW25113_2016,NULL,SDR family oxidoreductase,
BW25113_RS10540,BW25113_RS10540,BW25113_4539,NULL,Txe/YoeB family addiction module toxin,
BW25113_RS10545,BW25113_RS10545,BW25113_2017,yefM,YoeB-YefM toxin-antitoxin system antitoxin YefM,
BW25113_RS24020,BW25113_RS24020,BW25113_2018,NULL,his operon leader peptide,
BW25113_RS10550,BW25113_RS10550,BW25113_2019,hisG,ATP phosphoribosyltransferase,
BW25113_RS10555,BW25113_RS10555,BW25113_2020,hisD,histidinol dehydrogenase,
BW25113_RS10560,BW25113_RS10560,BW25113_2021,hisC,histidinol-phosphate transaminase,
BW25113_RS10565,BW25113_RS10565,BW25113_2022,hisB,bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB,
BW25113_RS10570,BW25113_RS10570,BW25113_2023,hisH,imidazole glycerol phosphate synthase subunit HisH,
BW25113_RS10575,BW25113_RS10575,BW25113_2024,NULL,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase,
BW25113_RS10580,BW25113_RS10580,BW25113_2025,hisF,imidazole glycerol phosphate synthase subunit HisF,
BW25113_RS10585,BW25113_RS10585,BW25113_2026,NULL,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE,
BW25113_RS10590,BW25113_RS10590,BW25113_2027,wzzB,LPS O-antigen chain length determinant protein WzzB,
BW25113_RS10595,BW25113_RS10595,BW25113_2028,NULL,UDP-glucose 6-dehydrogenase,
BW25113_RS10600,BW25113_RS10600,BW25113_2029,gndA,NADP-dependent phosphogluconate dehydrogenase,
BW25113_RS24030,BW25113_RS24030,NULL,NULL,glycosyltransferase family 2 protein,
BW25113_RS10605,BW25113_RS10605,BW25113_2030,NULL,IS5-like element IS5 family transposase,
BW25113_RS10610,BW25113_RS10610,NULL,NULL,glycosyltransferase,
BW25113_RS10615,BW25113_RS10615,BW25113_2032,NULL,glycosyltransferase family 4 protein,
BW25113_RS10620,BW25113_RS10620,BW25113_2033,NULL,LPS biosynthesis protein,
BW25113_RS10625,BW25113_RS10625,BW25113_2034,wbbI,beta-1,6-galactofuranosyltransferase,
BW25113_RS10630,BW25113_RS10630,BW25113_2035,wzy,O16 family O-antigen polymerase,
BW25113_RS10635,BW25113_RS10635,BW25113_2036,glf,UDP-galactopyranose mutase,
BW25113_RS10640,BW25113_RS10640,BW25113_2037,wzx,O16 family O-antigen flippase,
BW25113_RS10645,BW25113_RS10645,BW25113_2038,rfbC,dTDP-4-dehydrorhamnose 3,5-epimerase,
BW25113_RS10650,BW25113_RS10650,BW25113_2039,rfbA,glucose-1-phosphate thymidylyltransferase RfbA,
BW25113_RS10655,BW25113_RS10655,BW25113_2040,rfbD,dTDP-4-dehydrorhamnose reductase,
BW25113_RS10660,BW25113_RS10660,BW25113_2041,rfbB,dTDP-glucose 4,6-dehydratase,
BW25113_RS10665,BW25113_RS10665,BW25113_2042,galF,UTP--glucose-1-phosphate uridylyltransferase GalF,
BW25113_RS10670,BW25113_RS10670,BW25113_2043,wcaM,colanic acid biosynthesis protein WcaM,
BW25113_RS10675,BW25113_RS10675,BW25113_2044,wcaL,colanic acid biosynthesis glycosyltransferase WcaL,
BW25113_RS10680,BW25113_RS10680,BW25113_2045,wcaK,colanic acid biosynthesis pyruvyl transferase WcaK,
BW25113_RS10685,BW25113_RS10685,BW25113_2046,wzxC,M-antigen undecaprenyl disphosphate flippase,
BW25113_RS10690,BW25113_RS10690,BW25113_2047,NULL,UDP-glucose--undecaprenyl-phosphate glucose-1-phosphate transferase,
BW25113_RS10695,BW25113_RS10695,BW25113_2048,cpsG,phosphomannomutase CpsG,
BW25113_RS10700,BW25113_RS10700,BW25113_2049,cpsB,mannose-1-phosphate guanyltransferase,
BW25113_RS10705,BW25113_RS10705,BW25113_2050,wcaI,colanic acid biosynthesis fucosyltransferase WcaI,
BW25113_RS10710,BW25113_RS10710,BW25113_2051,NULL,GDP-mannose mannosyl hydrolase,
BW25113_RS10715,BW25113_RS10715,BW25113_2052,fcl,GDP-L-fucose synthase,
BW25113_RS10720,BW25113_RS10720,BW25113_2053,gmd,GDP-mannose 4,6-dehydratase,
BW25113_RS10725,BW25113_RS10725,BW25113_2054,wcaF,colanic acid biosynthesis acetyltransferase WcaF,
BW25113_RS10730,BW25113_RS10730,BW25113_2055,wcaE,colanic acid biosynthesis glycosyltransferase WcaE,
BW25113_RS10735,BW25113_RS10735,BW25113_2056,wcaD,putative colanic acid polymerase WcaD,
BW25113_RS10740,BW25113_RS10740,BW25113_2057,wcaC,colanic acid biosynthesis glycosyltransferase WcaC,
BW25113_RS10745,BW25113_RS10745,BW25113_2058,wcaB,colanic acid biosynthesis acetyltransferase WcaB,
BW25113_RS10750,BW25113_RS10750,BW25113_2059,wcaA,colanic acid biosynthesis glycosyltransferase WcaA,
BW25113_RS10755,BW25113_RS10755,BW25113_2060,wzc,tyrosine-protein kinase Wzc,
BW25113_RS10760,BW25113_RS10760,BW25113_2061,wzb,low molecular weight protein-tyrosine-phosphatase Wzb,
BW25113_RS10765,BW25113_RS10765,BW25113_2062,NULL,polysaccharide export protein,
BW25113_RS10770,BW25113_RS10770,BW25113_2063,NULL,TerC family protein,
BW25113_RS10775,BW25113_RS10775,BW25113_2064,asmA,outer membrane assembly protein AsmA,
BW25113_RS10780,BW25113_RS10780,BW25113_2065,NULL,dCTP deaminase,
BW25113_RS10785,BW25113_RS10785,BW25113_2066,NULL,uridine kinase,
BW25113_RS10790,BW25113_RS10790,BW25113_2067,NULL,diguanylate cyclase,
BW25113_RS10795,BW25113_RS10795,BW25113_2068,alkA,DNA-3-methyladenine glycosylase 2,
BW25113_RS10805,BW25113_RS10805,BW25113_2069,yegD,molecular chaperone,
BW25113_RS10810,BW25113_RS10810,BW25113_2070,yegI,protein kinase YegI,
BW25113_RS10815,BW25113_RS10815,BW25113_2071,NULL,YegJ family protein,
BW25113_RS10820,BW25113_RS10820,BW25113_2072,pphC,protein-serine/threonine phosphatase PphC,
BW25113_RS10825,BW25113_RS10825,BW25113_2073,NULL,VWA domain-containing protein,
BW25113_RS25170,BW25113_RS25170,BW25113_4667,ibsA,type I toxin-antitoxin system toxin IbsA,
BW25113_RS25675,BW25113_RS25675,BW25113_4668,NULL,type I toxin-antitoxin system Ibs family toxin,
BW25113_RS10830,BW25113_RS10830,BW25113_2074,mdtA,multidrug efflux RND transporter subunit MdtA,
BW25113_RS10835,BW25113_RS10835,BW25113_2075,mdtB,multidrug efflux RND transporter permease subunit MdtB,
BW25113_RS10840,BW25113_RS10840,BW25113_2076,mdtC,multidrug efflux RND transporter permease subunit MdtC,
BW25113_RS10845,BW25113_RS10845,BW25113_2077,NULL,MFS transporter,
BW25113_RS10850,BW25113_RS10850,BW25113_2078,baeS,two-component system sensor histidine kinase BaeS,
BW25113_RS10855,BW25113_RS10855,BW25113_2079,baeR,two-component system response regulator BaeR,
BW25113_RS10860,BW25113_RS10860,BW25113_2080,NULL,YegP family protein,
BW25113_RS10865,BW25113_RS10865,BW25113_2081,NULL,tRNA 5-hydroxyuridine modification protein YegQ,
BW25113_RS24060,BW25113_RS24060,BW25113_2082,ogrK,prophage transcriptional regulator OgrK,
BW25113_RS24065,BW25113_RS24065,BW25113_2083,NULL,phage late control D family protein,
BW25113_RS10875,BW25113_RS10875,NULL,NULL,hypothetical protein,
BW25113_RS10880,BW25113_RS10880,BW25113_2085,NULL,hypothetical protein,
BW25113_RS10885,BW25113_RS10885,BW25113_2086,yegS,lipid kinase YegS,
BW25113_RS10890,BW25113_RS10890,NULL,NULL,DeoR/GlpR transcriptional regulator,
BW25113_RS10900,BW25113_RS10900,BW25113_2089,NULL,IS3-like element IS3 family transposase,
BW25113_RS10905,BW25113_RS10905,NULL,NULL,DeoR/GlpR transcriptional regulator,
BW25113_RS10910,BW25113_RS10910,BW25113_2091,gatD,galactitol-1-phosphate 5-dehydrogenase,
BW25113_RS10915,BW25113_RS10915,BW25113_2092,NULL,galactitol permease IIC component,
BW25113_RS10920,BW25113_RS10920,BW25113_2093,gatB,PTS galactitol transporter subunit IIB,
BW25113_RS10925,BW25113_RS10925,BW25113_2094,gatA,PTS galactitol transporter subunit IIA,
BW25113_RS10930,BW25113_RS10930,BW25113_2095,gatZ,tagatose-bisphosphate aldolase subunit GatZ,
BW25113_RS10935,BW25113_RS10935,BW25113_2096,gatY,tagatose-bisphosphate aldolase subunit GatY,
BW25113_RS10940,BW25113_RS10940,BW25113_2097,fbaB,class I fructose-bisphosphate aldolase,
BW25113_RS10945,BW25113_RS10945,BW25113_2098,NULL,nucleoside permease,
BW25113_RS10950,BW25113_RS10950,BW25113_2099,NULL,ADP-ribosylglycohydrolase family protein,
BW25113_RS10955,BW25113_RS10955,BW25113_2100,NULL,kinase,
BW25113_RS10960,BW25113_RS10960,BW25113_2101,NULL,GntR family transcriptional regulator,
BW25113_RS10965,BW25113_RS10965,BW25113_2102,NULL,glycosyl hydrolase 25 family protein,
BW25113_RS10970,BW25113_RS10970,BW25113_2103,thiD,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,
BW25113_RS10975,BW25113_RS10975,BW25113_2104,thiM,hydroxyethylthiazole kinase,
BW25113_RS10980,BW25113_RS10980,BW25113_2105,rcnR,Ni(II)/Co(II)-binding transcriptional repressor RcnR,
BW25113_RS10985,BW25113_RS10985,BW25113_2106,NULL,nickel/cobalt efflux protein RcnA,
BW25113_RS10990,BW25113_RS10990,BW25113_2107,rcnB,Ni(II)/Co(II) efflux transporter accessory subunit RcnB,
BW25113_RS10995,BW25113_RS10995,BW25113_2108,NULL,putative fimbrial-like adhesin protein,
BW25113_RS11000,BW25113_RS11000,BW25113_2109,NULL,fimbrial biogenesis outer membrane usher protein,
BW25113_RS11005,BW25113_RS11005,BW25113_2110,NULL,fimbria/pilus periplasmic chaperone,
BW25113_RS11010,BW25113_RS11010,BW25113_2111,NULL,fimbrial protein,
BW25113_RS11020,BW25113_RS11020,BW25113_2112,NULL,YehE family protein,
BW25113_RS11025,BW25113_RS11025,BW25113_2113,apbC,iron-sulfur cluster carrier protein ApbC,
BW25113_RS11030,BW25113_RS11030,BW25113_2114,metG,methionine--tRNA ligase,
BW25113_RS25680,BW25113_RS25680,BW25113_4499,NULL,DUF4132 domain-containing protein,
BW25113_RS11045,BW25113_RS11045,BW25113_2118,NULL,DUF4132 domain-containing protein,
BW25113_RS11050,BW25113_RS11050,BW25113_4541,NULL,hypothetical protein,
BW25113_RS11055,BW25113_RS11055,BW25113_2119,NULL,MoxR family ATPase,
BW25113_RS11060,BW25113_RS11060,BW25113_2120,NULL,hypothetical protein,
BW25113_RS11065,BW25113_RS11065,BW25113_2121,NULL,VWA domain-containing protein,
BW25113_RS11070,BW25113_RS11070,NULL,NULL,dipeptidase,
BW25113_RS11075,BW25113_RS11075,BW25113_2123,NULL,YehR family lipoprotein,
BW25113_RS11080,BW25113_RS11080,BW25113_2124,NULL,DUF1456 family protein,
BW25113_RS11085,BW25113_RS11085,BW25113_2125,yehT,two-component system response regulator BtsR,
BW25113_RS11090,BW25113_RS11090,BW25113_2126,btsS,two-component regulatory system sensor histidine kinase BtsS,
BW25113_RS11095,BW25113_RS11095,BW25113_2127,mlrA,HTH-type transcriptional regulator MlrA,
BW25113_RS11100,BW25113_RS11100,BW25113_4542,NULL,protein YohO,
BW25113_RS11105,BW25113_RS11105,BW25113_2128,yehW,glycine betaine ABC transporter permease YehW,
BW25113_RS11110,BW25113_RS11110,BW25113_2129,yehX,glycine betaine ABC transporter ATP binding protein YehX,
BW25113_RS11115,BW25113_RS11115,BW25113_2130,yehY,glycine betaine ABC transporter permease YehY,
BW25113_RS11120,BW25113_RS11120,BW25113_2131,osmF,glycine betaine ABC transporter substrate-binding protein OsmF,
BW25113_RS11125,BW25113_RS11125,BW25113_2132,bglX,beta-glucosidase BglX,
BW25113_RS11130,BW25113_RS11130,BW25113_2133,NULL,D-lactate dehydrogenase,
BW25113_RS11135,BW25113_RS11135,BW25113_2134,NULL,D-alanyl-D-alanine endopeptidase,
BW25113_RS11140,BW25113_RS11140,BW25113_2135,NULL,YIP1 family protein,
BW25113_RS11145,BW25113_RS11145,BW25113_2136,NULL,DedA family protein,
BW25113_RS11150,BW25113_RS11150,BW25113_2137,NULL,SDR family oxidoreductase,
BW25113_RS11155,BW25113_RS11155,NULL,mdtQ,multidrug resistance outer membrane protein MdtQ,
BW25113_RS11160,BW25113_RS11160,BW25113_4679,yohP,protein YohP,
BW25113_RS11165,BW25113_RS11165,BW25113_2140,dusC,tRNA dihydrouridine(16) synthase DusC,
BW25113_RS11170,BW25113_RS11170,BW25113_2141,NULL,hypothetical protein,
BW25113_RS11175,BW25113_RS11175,BW25113_2142,NULL,CidB/LrgB family autolysis modulator,
BW25113_RS11180,BW25113_RS11180,BW25113_2143,cdd,cytidine deaminase,
BW25113_RS11185,BW25113_RS11185,BW25113_2144,sanA,outer membrane permeability protein SanA,
BW25113_RS11190,BW25113_RS11190,BW25113_2145,NULL,DUF2542 family protein,
BW25113_RS11195,BW25113_RS11195,BW25113_2146,NULL,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,
BW25113_RS11200,BW25113_RS11200,BW25113_2147,preA,NAD-dependent dihydropyrimidine dehydrogenase subunit PreA,
BW25113_RS11205,BW25113_RS11205,BW25113_2148,mglC,galactose/methyl galactoside ABC transporter permease MglC,
BW25113_RS11210,BW25113_RS11210,BW25113_2149,mglA,galactose/methyl galactoside ABC transporter ATP-binding protein MglA,
BW25113_RS11215,BW25113_RS11215,BW25113_2150,mglB,galactose/glucose ABC transporter substrate-binding protein MglB,
BW25113_RS11220,BW25113_RS11220,BW25113_2151,galS,HTH-type transcriptional regulator GalS,
